Student_ID,Age,Gender,Department,Year,Hours_Studied,Attendance,Previous_Marks,Assignment_Score,Internal_Marks,Quiz_Score,Practical_Score,Study_Hours_Per_Day,Sleep_Hours,Class_Participation,Internet_Usage,Final_Marks,Passed
S0591,19,Female,ECE,2,0.5,56.7,38.4,54.3,41.8,60.9,51.7,1.5,6.5,Low,4.1,38.4,0
S1958,20,Male,IT,4,5.8,84.5,66.2,78.0,72.2,52.4,80.5,2.6,4.8,High,3.9,43.9,1
S1977,19,Male,CSE,4,4.6,65.2,53.0,43.7,44.7,30.8,46.8,3.2,6.4,Low,3.0,36.5,0
S1133,18,Female,CSE,3,0.6,44.8,71.0,51.4,58.5,35.8,59.1,0.3,6.8,Medium,1.3,31.1,0
S0986,20,Female,CSE,2,8.0,66.8,80.1,71.4,83.5,71.3,79.5,5.8,7.7,Medium,4.8,60.4,1
S0399,22,Female,CSE,2,7.2,79.0,92.8,95.3,62.7,89.2,86.7,3.3,7.3,High,1.8,65.5,1
S1512,21,Male,AIML,4,3.2,87.6,67.9,66.0,60.2,62.2,52.5,1.3,6.8,Low,3.4,47.0,1
S0437,18,Male,IT,3,17.0,100.0,98.0,100.0,100.0,100.0,97.5,4.3,5.4,High,0.5,70.6,1
S0193,23,Female,ECE,4,2.6,50.5,40.8,55.7,39.5,62.7,25.0,2.1,4.8,Medium,2.9,40.7,1
S1436,18,Male,EEE,4,8.8,100.0,65.3,75.4,77.6,72.7,69.9,3.3,8.4,High,5.5,62.7,1
S0615,23,Male,CSE,1,2.4,58.5,64.7,47.8,57.4,43.7,60.7,2.2,7.9,Low,4.9,35.9,0
S1494,18,Female,IT,3,8.8,79.2,89.7,62.8,83.9,56.6,83.9,3.5,7.1,High,2.4,61.0,1
S0577,19,Female,IT,4,6.1,51.0,64.2,75.5,66.9,40.9,55.5,1.8,6.6,Medium,4.1,60.5,1
S0987,21,Male,EEE,2,5.2,72.2,74.4,73.2,81.0,69.0,79.3,5.5,7.7,Low,2.6,58.3,1
S1433,20,Female,ME,1,7.6,63.4,76.7,70.7,76.0,70.7,78.8,4.4,7.0,Medium,5.9,62.7,1
S0707,20,Male,EEE,4,9.7,87.4,83.3,76.0,86.0,74.6,85.0,2.3,5.9,High,4.7,57.6,1
S1259,18,Male,IT,3,1.2,55.8,40.2,63.3,40.2,52.0,41.0,0.3,6.4,Low,1.0,21.7,0
S0142,19,Female,CSE,2,3.4,75.2,62.9,83.6,78.1,57.9,75.5,4.9,6.2,High,2.6,55.9,1
S1358,20,Male,AIML,4,3.3,56.1,53.3,65.0,53.1,49.7,55.5,0.4,7.3,Low,4.0,32.3,0
S0003,22,Female,EEE,4,0.5,51.7,45.2,38.0,37.9,40.8,34.4,0.3,8.0,Low,5.2,24.5,0
S1222,19,Male,ECE,1,5.0,65.5,88.4,87.5,84.4,65.9,68.8,1.5,7.9,High,3.1,58.3,1
S1870,22,Male,ECE,1,11.5,92.0,87.6,86.3,93.8,63.4,89.9,4.5,8.1,High,4.2,65.3,1
S1623,21,Male,Civil,1,9.4,61.7,59.3,50.5,69.6,71.2,65.1,3.4,7.6,Medium,3.0,50.3,1
S0340,18,Male,CSE,2,8.6,85.8,79.4,90.7,91.4,87.9,89.1,4.7,6.8,High,1.8,54.6,1
S1770,20,Male,AIML,3,5.9,90.6,61.7,70.5,77.5,63.6,89.1,1.4,6.4,High,3.2,45.2,1
S1537,19,Male,CSE,4,3.8,93.1,50.4,69.6,65.8,64.7,69.8,2.9,7.2,Medium,5.1,52.9,1
S0484,21,Male,ECE,1,6.2,78.9,59.6,56.2,72.1,50.1,57.3,2.9,7.1,Low,3.1,54.4,1
S0266,22,Female,ECE,2,3.5,78.2,65.2,71.1,51.3,58.7,90.8,2.6,6.3,Low,1.3,39.4,0
S0377,22,Male,IT,3,5.8,57.3,58.3,55.2,54.1,56.1,52.3,3.0,6.8,Low,3.3,43.2,1
S0742,20,Male,CSE,1,0.5,67.7,26.8,47.7,46.3,38.1,43.4,0.3,6.9,Medium,4.6,25.7,0
S1014,18,Male,ME,1,9.2,79.2,69.2,87.3,80.7,84.7,70.2,1.8,5.1,High,3.0,59.1,1
S0440,18,Male,CSE,2,7.6,69.1,71.6,56.6,50.5,64.3,65.2,3.4,5.3,Low,3.9,55.6,1
S0272,22,Male,AIML,4,0.5,71.7,67.8,54.4,61.4,54.8,65.9,0.3,7.1,High,6.5,32.3,0
S0185,19,Female,CSE,1,5.0,66.1,63.8,58.7,43.4,55.5,47.5,2.0,7.2,Low,1.7,49.1,1
S0940,21,Male,EEE,2,1.8,81.5,56.6,65.8,65.4,48.3,76.3,3.0,7.4,Medium,4.2,44.2,1
S0245,18,Female,IT,3,0.5,57.7,43.2,41.1,43.1,43.6,54.7,1.1,7.2,Low,2.3,41.9,1
S0932,22,Female,IT,1,10.4,78.8,71.3,67.3,81.3,70.8,85.5,2.7,7.0,High,1.5,58.6,1
S0446,23,Male,AIML,3,4.1,66.0,67.3,89.0,73.5,57.3,60.9,0.3,5.6,High,3.4,25.5,0
S0597,21,Male,EEE,1,1.6,62.7,52.9,69.5,64.0,73.4,59.5,2.1,5.9,Medium,2.3,50.7,1
S0818,20,Male,EEE,4,7.7,92.9,84.3,79.5,71.0,71.4,77.4,5.7,6.8,Medium,4.5,64.9,1
S1273,22,Female,IT,3,3.3,55.5,57.1,66.2,49.0,60.7,60.9,1.8,6.8,Low,6.6,31.2,0
S1677,18,Male,ECE,3,4.2,77.7,55.0,78.3,71.4,58.7,85.0,0.3,5.2,Medium,2.0,50.7,1
S0487,18,Male,CSE,4,0.5,36.2,54.8,49.0,63.2,33.3,55.6,0.5,7.5,Low,4.4,34.0,0
S0681,22,Male,IT,3,1.9,63.4,58.5,38.7,52.0,57.6,57.4,0.3,8.9,Low,2.9,37.6,0
S0416,20,Female,ECE,2,1.0,80.8,63.3,71.1,52.3,51.2,68.6,1.8,4.8,Medium,5.1,33.4,0
S0274,23,Female,ECE,3,4.8,91.5,81.7,81.8,76.0,76.8,97.5,3.9,6.3,High,3.7,57.8,1
S1472,22,Female,IT,1,7.3,83.4,66.9,71.6,67.0,66.8,75.2,3.6,6.3,Medium,3.6,60.4,1
S1830,19,Male,ECE,1,8.0,83.1,61.3,70.3,86.4,55.0,82.5,1.6,5.3,Medium,3.9,51.8,1
S1455,18,Female,ME,4,6.7,61.8,57.5,56.2,49.0,47.8,51.2,1.1,5.1,Low,5.1,38.0,0
S0251,19,Male,IT,2,7.1,59.9,72.9,56.3,65.7,70.2,79.1,4.8,7.9,Low,9.3,58.5,1
S0414,21,Male,ME,2,6.1,57.8,74.1,70.2,58.1,73.5,80.0,0.3,4.8,High,6.2,44.5,1
S1386,20,Female,ECE,2,8.8,42.1,56.3,63.7,66.9,73.4,80.0,3.3,7.0,High,3.0,46.4,1
S1308,22,Male,IT,2,1.3,61.7,66.9,67.5,55.9,79.9,78.5,1.0,7.4,Medium,2.3,48.5,1
S0716,23,Male,IT,2,5.4,52.0,45.3,60.4,44.1,54.1,59.2,1.0,5.4,Low,3.4,43.5,1
S0311,20,Male,IT,2,0.5,75.3,49.0,47.7,51.8,39.7,50.8,2.1,8.1,Low,6.6,31.4,0
S0927,19,Female,ECE,2,3.7,70.5,49.2,66.3,72.2,50.6,60.1,2.1,6.2,Low,2.2,40.9,1
S0382,21,Female,CSE,3,0.7,81.5,69.8,52.1,67.0,73.9,68.2,3.8,5.9,Low,1.9,49.4,1
S1566,20,Female,CSE,4,7.5,52.8,74.6,73.8,54.7,68.5,67.2,3.4,7.5,Medium,2.1,58.2,1
S0426,21,Female,IT,1,3.5,50.1,68.3,59.6,47.6,69.1,63.9,2.5,6.6,Medium,5.7,38.7,0
S1875,22,Male,IT,3,12.4,65.4,83.1,100.0,80.5,66.6,98.9,2.4,8.5,High,3.4,68.6,1
S0533,25,Male,CSE,4,7.0,98.0,74.4,76.6,67.9,68.9,68.9,1.0,7.5,Low,2.7,50.5,1
S0753,21,Male,ME,2,2.9,84.5,49.2,73.6,69.1,33.6,64.4,2.2,7.1,Low,5.3,56.4,1
S0766,21,Female,AIML,4,5.6,72.1,65.5,65.6,69.3,54.2,63.4,3.0,6.5,Low,2.9,50.3,1
S1357,23,Female,CSE,4,7.0,87.9,84.6,69.7,50.9,70.3,82.5,3.3,6.3,High,0.7,60.2,1
S0409,23,Female,IT,2,6.7,100.0,75.9,68.7,80.4,48.8,61.7,2.0,4.8,High,5.6,62.8,1
S1615,20,Male,IT,1,0.5,78.8,71.3,81.5,72.6,55.4,60.3,0.3,7.0,Medium,4.0,57.2,1
S0695,18,Female,ECE,3,6.5,85.5,83.5,85.2,74.9,85.9,78.9,4.8,6.4,High,2.9,56.1,1
S1739,20,Female,CSE,3,2.2,73.8,61.5,70.4,58.6,56.2,74.3,2.3,7.2,Medium,4.7,52.3,1
S0549,21,Male,ME,1,5.1,47.3,65.3,69.0,62.1,32.9,65.5,0.3,6.6,Low,3.8,37.3,0
S0937,18,Female,Civil,2,4.3,62.9,43.3,49.6,79.3,61.3,67.1,0.5,7.0,Low,5.6,46.3,1
S1390,20,Female,Civil,2,1.6,87.7,52.5,58.3,58.7,63.8,71.7,0.3,9.1,Low,3.3,46.3,1
S1608,22,Male,Civil,3,10.0,80.7,85.9,83.7,63.7,83.7,72.5,3.1,5.5,High,2.4,49.0,1
S1940,18,Male,IT,2,4.3,73.2,57.0,59.3,60.6,62.4,72.6,2.2,6.0,High,3.5,46.8,1
S1482,19,Female,IT,1,10.9,97.5,98.0,100.0,85.8,90.2,100.0,4.4,6.9,High,3.6,67.2,1
S0183,23,Male,ME,1,3.8,87.8,90.0,67.3,79.6,82.4,76.0,3.5,7.6,High,1.3,62.6,1
S1941,18,Female,IT,2,0.5,78.4,56.4,63.2,57.7,42.0,79.9,1.9,5.5,High,3.1,31.1,0
S1161,22,Male,ME,3,3.7,50.3,46.8,44.6,55.0,36.1,66.5,1.6,6.8,Low,1.0,34.1,0
S0171,21,Female,CSE,1,5.9,67.1,58.8,73.5,47.4,52.3,68.0,0.6,7.3,Low,6.4,49.0,1
S0293,22,Male,ECE,4,4.1,54.3,38.2,40.2,44.1,38.0,63.6,0.3,6.9,Low,3.1,42.8,1
S0562,19,Female,IT,2,1.8,70.8,51.4,59.2,72.8,56.6,74.8,2.3,7.0,Low,1.5,50.4,1
S1457,21,Male,IT,3,3.2,60.5,43.6,34.7,60.2,61.5,53.3,0.3,5.8,Low,3.3,37.4,0
S1877,21,Male,Civil,3,2.6,61.3,86.4,65.8,74.8,69.9,60.9,3.9,7.7,High,2.4,43.2,1
S1652,20,Male,ME,1,6.0,30.0,36.3,54.2,43.5,43.9,34.4,2.1,5.7,Low,1.3,32.0,0
S0850,21,Male,CSE,1,7.2,75.6,74.7,90.8,64.0,84.3,68.3,3.1,5.8,High,5.9,48.8,1
S0273,22,Male,CSE,1,7.1,59.4,63.8,53.8,73.4,51.5,58.1,1.9,7.5,Low,6.6,49.5,1
S1550,21,Female,CSE,3,3.5,70.3,57.6,54.2,65.7,69.0,63.4,0.3,5.6,Low,3.7,42.5,1
S1035,18,Male,CSE,2,4.2,74.5,75.0,78.1,51.5,58.4,59.6,0.3,7.2,Medium,5.2,52.5,1
S1744,18,Male,AIML,2,4.7,84.7,74.3,57.8,81.2,86.6,74.1,4.1,6.6,Medium,3.6,54.2,1
S0372,18,Female,IT,2,4.7,61.5,75.4,65.1,62.2,76.9,59.6,1.4,6.3,High,3.2,49.5,1
S1670,22,Male,EEE,2,8.2,60.9,77.7,64.6,67.6,59.0,68.1,1.7,5.5,High,4.1,47.7,1
S0722,19,Female,CSE,1,10.7,84.4,71.4,73.2,68.9,69.8,70.6,0.9,6.5,High,1.8,49.4,1
S0734,21,Female,AIML,2,9.9,73.9,82.5,81.3,79.1,86.7,95.7,5.3,5.0,High,1.5,74.5,1
S0778,22,Male,IT,2,5.8,90.4,45.8,70.0,50.7,49.1,66.5,1.7,8.0,High,4.4,46.4,1
S0519,25,Female,CSE,4,13.2,72.1,92.3,77.6,79.3,81.7,100.0,2.8,3.6,High,0.7,66.4,1
S0335,18,Male,IT,1,8.3,66.3,79.4,89.4,72.2,79.0,66.9,3.5,6.9,High,5.4,60.8,1
S0846,20,Male,IT,1,0.7,44.6,25.0,29.3,37.3,15.0,50.8,0.3,6.3,Low,5.4,18.0,0
S1252,20,Male,AIML,4,3.9,72.9,46.0,68.1,45.8,39.3,57.0,0.6,7.7,Medium,5.8,29.7,0
S1053,23,Male,CSE,4,9.8,97.3,60.6,99.5,85.8,82.8,95.2,4.8,6.5,Medium,5.8,68.6,1
S1924,20,Male,ME,1,7.9,83.6,65.1,49.9,60.6,57.6,68.2,3.1,7.3,Medium,3.5,51.1,1
S0016,19,Male,CSE,3,4.6,44.0,63.7,58.2,79.0,66.9,68.9,2.4,6.3,Low,4.7,56.9,1
S0708,22,Male,CSE,3,7.4,88.3,92.1,93.1,81.5,100.0,80.7,3.4,5.7,High,2.8,67.9,1
S0901,19,Male,CSE,1,5.2,73.1,69.2,66.0,69.5,58.5,79.6,1.7,6.6,Medium,2.4,49.6,1
S1980,22,Male,ECE,3,11.7,82.4,80.3,82.2,74.4,83.2,67.8,3.3,7.5,High,5.9,54.0,1
S1573,22,Female,Civil,1,11.9,100.0,98.0,75.9,94.9,86.4,81.7,6.9,4.9,High,0.5,67.9,1
S0904,21,Male,IT,3,1.9,73.3,49.7,66.7,62.6,68.5,62.9,3.2,5.8,Low,2.7,46.8,1
S0466,20,Male,IT,1,6.0,95.9,68.4,64.0,75.8,65.7,68.7,5.1,6.8,Medium,4.2,50.3,1
S1978,20,Female,CSE,3,8.2,70.0,88.5,83.0,78.4,72.8,74.0,5.2,6.5,High,3.5,58.7,1
S0200,22,Male,ME,1,0.5,74.8,43.2,60.3,42.4,53.5,65.6,0.9,7.4,Low,3.7,45.4,1
S1207,21,Female,EEE,1,0.5,77.8,49.0,65.8,51.0,61.6,57.6,1.8,6.5,Low,5.1,35.4,0
S1056,20,Female,ME,1,2.4,77.4,66.7,56.3,57.5,64.2,74.0,1.6,6.3,Low,5.0,40.7,1
S1132,20,Female,ECE,2,3.6,60.2,45.3,53.7,50.7,33.3,44.7,1.3,6.6,High,4.3,34.7,0
S1380,21,Female,CSE,1,3.8,58.6,40.1,53.2,50.6,42.5,58.3,2.0,6.6,Low,4.2,28.2,0
S0999,24,Male,EEE,2,3.6,66.9,58.2,41.1,69.5,50.8,70.4,0.3,6.1,Medium,4.4,44.9,1
S0728,22,Male,Civil,1,6.4,79.1,61.1,74.3,70.6,78.6,72.2,3.4,6.2,Medium,2.2,52.4,1
S1772,22,Female,EEE,3,3.6,42.9,56.8,48.8,44.7,39.1,50.0,2.1,7.4,Low,4.0,40.2,1
S1910,19,Male,CSE,2,10.6,79.6,75.0,84.3,71.3,67.0,67.1,3.3,5.7,Medium,2.5,58.3,1
S1822,19,Male,ECE,2,3.2,67.8,48.3,73.4,70.9,55.7,66.2,0.9,8.7,Medium,5.9,43.2,1
S0568,20,Male,CSE,3,0.5,63.9,33.5,44.8,44.3,41.7,54.3,1.4,6.9,Low,5.5,27.0,0
S0044,23,Male,ME,1,7.1,64.2,67.0,74.1,69.1,65.7,83.8,2.1,7.4,Low,1.4,48.7,1
S0275,20,Female,ME,3,7.2,62.3,55.2,45.2,55.6,69.7,54.2,1.3,7.6,Low,4.8,29.5,0
S1097,19,Female,Civil,4,4.3,76.1,63.2,60.8,55.8,88.6,85.4,1.6,7.8,Low,2.1,53.3,1
S0102,21,Male,IT,3,7.7,78.2,68.0,87.4,69.2,61.8,57.3,3.8,7.6,High,3.0,47.2,1
S1232,19,Female,IT,2,6.8,46.3,51.9,70.5,56.5,38.0,70.5,0.3,7.1,Low,1.8,42.8,1
S1722,19,Female,IT,4,5.1,75.6,51.2,56.4,50.5,55.1,64.1,0.9,6.9,Medium,3.4,42.3,1
S1833,21,Female,EEE,1,1.5,48.7,33.6,58.6,50.0,48.6,66.1,0.3,7.7,Low,4.6,41.8,1
S0108,22,Female,CSE,1,0.6,76.7,65.0,74.9,66.9,65.5,68.2,3.9,6.9,High,1.6,41.8,1
S1618,21,Female,CSE,3,11.0,71.1,69.9,79.7,53.9,65.9,66.9,2.1,6.7,Low,2.9,53.5,1
S0498,18,Female,CSE,1,11.8,100.0,89.7,69.6,89.6,67.0,71.5,3.3,8.0,High,4.2,65.3,1
S1981,19,Female,ME,1,7.1,90.2,82.9,70.0,75.2,60.8,80.6,4.3,7.2,Low,4.7,46.6,1
S0882,21,Female,ECE,1,3.0,55.8,53.9,58.7,66.1,43.5,51.2,0.3,7.6,Low,7.2,41.5,1
S0757,21,Male,CSE,4,9.1,88.0,75.1,88.8,100.0,85.1,83.8,7.0,7.3,High,1.8,51.9,1
S0620,22,Male,Civil,3,4.3,46.7,58.3,64.9,57.9,60.2,55.5,0.3,5.0,Low,3.7,39.2,0
S1107,20,Female,IT,1,5.4,45.4,35.1,20.0,49.3,51.0,47.3,0.3,8.6,Low,4.5,35.1,0
S1936,22,Female,EEE,1,1.8,50.2,48.5,70.9,71.0,33.0,47.2,2.5,6.5,Low,3.2,35.6,0
S0810,18,Female,Civil,2,6.0,86.5,70.0,51.2,73.7,50.9,87.5,2.7,6.8,Medium,4.8,55.5,1
S1038,22,Female,AIML,2,6.5,93.2,78.9,65.8,77.3,93.9,70.3,3.5,9.1,High,5.0,61.0,1
S0073,18,Male,ME,1,2.3,71.8,59.1,56.9,70.2,55.5,57.2,3.0,4.7,Low,3.7,48.2,1
S1284,18,Female,Civil,3,4.1,76.2,38.1,75.1,63.8,66.6,66.0,2.7,6.8,Medium,5.5,50.4,1
S1272,22,Male,CSE,4,6.0,90.1,57.6,73.2,84.5,82.3,76.2,4.9,8.7,High,5.1,50.7,1
S1335,24,Female,AIML,2,0.8,58.2,48.0,58.0,51.7,33.7,59.0,3.5,6.7,Low,6.7,41.7,1
S1459,19,Female,AIML,1,12.7,88.7,67.3,76.3,87.5,79.5,69.6,4.8,6.6,Medium,3.3,64.9,1
S0482,21,Female,ECE,2,2.5,79.3,49.1,68.7,57.8,63.6,41.3,2.6,7.0,Medium,4.7,44.2,1
S1069,20,Male,AIML,1,4.7,64.6,52.2,64.4,67.5,86.6,82.1,0.9,6.4,Medium,3.8,47.9,1
S0507,23,Female,EEE,4,2.9,59.2,62.5,70.8,61.8,63.3,60.7,0.9,8.5,Low,3.5,40.2,1
S1238,20,Female,ME,4,3.1,86.1,56.2,58.5,76.2,50.0,79.9,2.4,7.5,High,0.5,59.7,1
S1862,21,Female,ECE,1,8.8,72.5,61.8,45.0,66.1,58.1,76.5,3.2,5.8,Low,5.4,57.3,1
S1990,22,Female,Civil,4,8.6,81.6,79.2,92.6,92.1,80.1,95.5,3.7,7.0,High,3.3,66.4,1
S1477,22,Female,IT,3,2.7,64.7,67.6,60.1,57.9,59.5,64.2,0.8,9.8,Medium,3.8,56.0,1
S1867,18,Male,EEE,1,1.9,62.0,43.9,72.6,56.2,51.9,66.2,3.5,7.3,High,3.7,41.6,1
S1456,23,Male,CSE,4,6.6,100.0,88.7,93.8,100.0,94.5,98.1,6.3,7.2,High,3.2,64.0,1
S0312,18,Female,AIML,2,14.0,89.5,90.1,93.9,100.0,83.4,90.1,5.0,7.4,High,3.3,68.5,1
S0963,19,Male,IT,4,7.3,74.3,52.7,78.8,57.5,51.5,54.6,2.5,7.5,High,6.3,56.8,1
S0406,23,Female,ME,4,1.5,60.8,67.1,58.5,49.2,57.2,74.0,4.0,6.4,Low,4.8,38.2,0
S1331,21,Female,CSE,1,10.0,100.0,72.9,84.5,82.9,61.6,83.7,0.3,5.6,High,1.5,52.3,1
S1650,21,Female,ECE,3,8.0,50.6,77.8,82.0,77.6,84.7,78.6,3.5,6.7,High,2.6,62.6,1
S0310,19,Male,EEE,4,11.3,98.1,80.7,74.2,62.7,76.7,80.7,3.6,3.0,High,3.5,55.0,1
S0227,24,Male,IT,1,6.7,86.9,72.3,70.0,48.9,62.7,75.4,4.0,6.7,Medium,2.3,54.5,1
S1858,20,Female,CSE,1,1.5,65.1,64.0,56.1,54.7,50.2,71.3,0.5,7.1,Medium,3.6,39.7,0
S0711,22,Female,IT,1,3.8,80.7,51.7,76.3,70.6,62.0,83.3,4.5,7.5,High,4.0,57.3,1
S1944,21,Male,Civil,1,2.4,94.1,40.8,54.4,32.9,29.3,41.7,1.7,6.7,Low,3.8,33.4,0
S1384,19,Male,CSE,3,10.6,89.4,83.7,83.1,75.6,76.8,96.3,3.7,6.5,High,3.9,64.5,1
S1786,23,Male,Civil,2,1.0,75.6,47.1,61.8,59.8,45.7,58.1,2.3,5.5,Low,1.9,34.4,0
S0149,18,Male,EEE,3,3.7,74.6,43.7,70.0,55.4,62.3,60.9,1.8,8.4,Low,3.8,40.4,1
S1555,19,Male,Civil,3,0.5,54.4,39.6,32.3,48.1,34.3,56.2,0.3,7.0,Low,3.8,31.7,0
S1957,21,Female,IT,3,6.6,51.6,54.9,71.1,73.3,41.3,70.2,3.2,6.3,Low,0.5,42.4,1
S0926,18,Female,CSE,1,1.4,90.9,56.7,67.7,53.6,60.6,74.6,2.2,6.6,High,1.2,46.3,1
S0943,21,Male,Civil,3,6.5,97.3,69.4,77.8,74.4,63.8,63.5,3.8,6.9,High,2.4,66.4,1
S0837,23,Female,IT,2,5.1,58.7,50.6,63.7,59.2,56.1,62.8,2.0,8.2,Low,2.8,33.4,0
S0576,23,Female,IT,3,5.1,76.0,42.4,48.8,45.7,47.6,55.4,1.5,5.3,Low,2.6,37.1,0
S0558,18,Male,ME,1,3.5,75.8,58.3,83.2,71.0,72.1,76.2,3.4,7.8,High,4.0,55.0,1
S1236,20,Male,CSE,2,1.7,49.0,44.6,50.0,34.4,44.0,48.7,0.3,7.3,Low,4.8,25.3,0
S1361,23,Female,ME,3,7.1,84.0,51.1,48.4,58.6,66.4,71.7,1.8,7.3,Low,3.7,45.7,1
S1348,20,Male,CSE,2,3.8,72.1,51.2,56.2,47.2,48.2,52.6,1.3,7.4,Low,6.9,36.1,0
S1162,19,Male,CSE,2,0.5,38.5,50.4,43.9,56.9,29.7,68.7,1.6,9.6,Low,5.5,46.7,1
S1443,21,Male,CSE,1,4.5,88.0,73.2,82.5,67.2,55.5,62.2,1.6,5.7,Low,3.7,53.7,1
S0287,20,Female,Civil,4,0.5,66.6,45.3,69.5,43.7,63.1,60.2,0.3,6.2,Low,4.9,33.2,0
S1605,18,Male,CSE,2,4.7,80.1,69.8,71.7,53.8,74.0,56.8,4.1,8.1,Low,1.2,52.6,1
S1058,20,Male,IT,1,11.9,99.1,91.0,79.3,85.4,74.3,76.8,3.5,4.3,High,2.5,71.4,1
S0599,19,Male,IT,4,5.4,71.3,74.3,80.9,71.9,73.6,80.9,2.8,7.3,High,3.6,52.4,1
S0933,25,Male,AIML,2,6.6,63.2,65.4,69.0,58.5,55.7,78.4,2.6,7.2,Low,3.4,40.1,1
S1462,21,Male,CSE,2,5.6,80.4,73.8,87.5,74.1,53.4,76.3,2.6,7.0,Medium,4.5,62.7,1
S1638,19,Male,Civil,3,4.7,90.1,42.1,66.1,63.1,53.2,50.7,0.4,7.3,Low,5.1,51.9,1
S1588,20,Female,ECE,3,3.0,59.5,49.4,77.5,58.0,66.7,53.0,4.1,5.4,Medium,3.4,46.2,1
S1041,21,Male,EEE,4,5.4,76.0,86.6,69.7,72.7,93.4,85.0,4.3,5.3,Medium,2.2,64.4,1
S1231,23,Male,ME,1,9.3,64.9,50.4,63.9,78.4,64.5,72.2,3.2,7.9,Medium,4.7,45.6,1
S0807,23,Female,CSE,3,0.5,41.1,46.0,47.8,55.5,33.3,39.9,0.3,10.3,Low,7.5,30.8,0
S0905,20,Male,AIML,1,13.2,81.2,76.1,84.9,67.7,60.1,83.4,3.3,6.9,Medium,2.5,52.9,1
S1680,21,Male,CSE,1,2.2,62.3,51.9,72.2,63.1,55.0,57.2,1.2,8.4,Medium,3.3,33.4,0
S1205,20,Female,AIML,4,7.5,88.8,64.6,71.0,74.9,66.0,67.6,2.9,4.8,Low,3.7,61.5,1
S0768,23,Male,CSE,1,0.5,52.3,42.5,27.1,49.7,35.9,43.3,0.3,9.3,Low,6.3,25.2,0
S0610,21,Male,IT,2,6.2,92.5,73.0,74.0,57.3,76.3,83.3,1.5,6.2,Medium,3.7,55.9,1
S1993,21,Female,ECE,2,7.1,95.3,75.4,75.9,71.7,70.8,64.6,1.6,6.6,High,3.8,46.6,1
S1565,22,Male,AIML,2,8.7,81.5,77.1,62.0,72.4,84.8,80.2,3.6,6.9,High,0.7,47.7,1
S1423,18,Female,AIML,2,7.0,100.0,77.5,85.7,79.8,93.5,96.3,4.5,5.4,Medium,2.5,57.5,1
S1011,19,Female,CSE,1,7.0,63.7,75.6,75.5,52.9,54.0,61.9,4.4,6.9,High,4.7,56.6,1
S0494,19,Male,EEE,1,8.2,85.2,64.8,83.0,76.7,70.4,99.3,4.2,6.5,High,1.8,56.8,1
S1321,19,Female,IT,1,4.4,60.2,54.2,65.8,61.0,60.8,45.1,1.2,8.5,Low,5.6,42.3,1
S0278,21,Male,IT,2,0.5,47.0,43.6,65.0,42.7,32.7,49.1,0.3,8.2,Low,5.0,32.8,0
S1847,19,Female,CSE,4,7.2,71.1,50.8,81.3,67.2,66.9,77.7,1.9,5.6,Low,0.5,45.3,1
S0359,23,Male,ECE,4,5.8,100.0,94.6,62.0,79.6,83.7,77.2,4.1,6.3,High,4.5,53.5,1
S1111,22,Female,AIML,3,5.7,74.5,65.1,50.6,56.6,75.3,58.1,1.5,5.8,Medium,6.6,45.8,1
S0237,19,Female,CSE,3,0.8,42.2,59.3,38.5,62.9,76.4,67.3,0.3,4.8,Low,2.2,41.2,1
S0552,22,Male,CSE,2,0.5,46.3,25.0,36.7,48.8,54.3,53.0,0.3,8.3,Medium,4.4,29.4,0
S1868,19,Female,CSE,2,9.7,71.7,56.9,54.2,63.5,48.4,61.9,1.4,5.9,Medium,4.3,40.7,1
S1813,19,Male,Civil,1,0.5,57.1,48.9,63.1,56.9,41.8,73.5,3.2,6.6,Low,7.1,29.4,0
S0209,18,Male,CSE,2,6.6,78.1,83.2,73.9,84.5,89.2,82.8,3.2,7.7,High,3.7,60.8,1
S1387,22,Male,ECE,1,2.6,65.2,59.8,43.4,64.6,50.8,62.6,2.4,7.2,Medium,0.5,34.4,0
S1561,20,Male,IT,3,0.5,63.1,49.4,41.9,54.9,28.6,52.8,0.3,8.5,Low,6.6,38.5,0
S0059,18,Female,Civil,4,10.8,83.9,80.6,67.7,85.0,60.9,76.3,4.0,5.7,Medium,1.0,65.5,1
S0632,23,Female,IT,1,4.8,73.2,54.0,79.5,64.5,74.8,62.5,4.7,7.1,High,5.2,43.7,1
S1962,20,Male,AIML,2,6.9,63.8,60.5,64.0,42.4,61.2,53.6,2.1,8.2,Low,4.1,49.1,1
S1860,22,Female,ECE,1,6.1,91.7,72.9,71.1,66.7,85.1,71.6,3.3,5.6,High,4.8,55.0,1
S1817,19,Male,CSE,1,2.3,59.3,53.2,79.6,65.8,58.6,73.3,1.3,4.2,Medium,1.1,43.0,1
S0364,21,Male,ECE,2,1.0,60.8,58.7,60.9,38.1,64.6,73.3,2.2,6.2,Low,4.5,38.3,0
S0506,19,Male,IT,4,5.7,80.2,71.8,86.9,81.6,47.4,91.3,2.4,7.8,Medium,0.7,56.8,1
S1166,22,Male,AIML,1,4.1,69.1,41.5,53.0,68.5,56.2,83.2,1.1,7.6,Low,5.2,42.9,1
S1122,24,Male,AIML,1,6.6,79.9,77.4,80.2,76.8,85.6,79.5,2.5,5.4,High,3.7,56.8,1
S1630,20,Female,CSE,3,3.6,100.0,72.9,81.3,71.6,100.0,82.8,3.9,5.2,High,2.6,66.0,1
